Symbol	Description
ARSSF.OB	Assura Plc
ARST.OB	Arista Financial Corp
ARTH.OB	Arch Therapeutics Inc
ARTM.OB	American Nortel Comm
ARTNB.OB	Artesian Resources Corp Cl B
ARTR.OB	Airtrona International Inc
ARTTF.OB	Artemis Resources Ltd
ARTZF.OB	Artnet Ag
ARUXF.OB	Acrux Ltd Ord
ARVY.OB	Alliance Recovery
ARWD.OB	Arrow Resources Dev
ARXRF.OB	Alix Res Corp
ARYC.OB	Arrayit Corp
ARYMF.OB	Argosy Minerl UT Cda
ARYX.OB	Aryx Therapeutics
ARZGY.OB	Assicurazioni Genera
ARZTF.OB	Aryzta Ag
ARZTY.OB	Aryzta Ag ADR
ASAGF.OB	Australian Agricultu
ASAIF.OB	Artificial Solutions International Ab
ASASF.OB	Asia Standard International Group Ltd
ASAZF.OB	Assa Abloy Ser B SEK
ASAZY.OB	Assa Abloy Ab
ASBFF.OB	Associated British F
ASBFY.OB	Associated Brit Food
ASBRF.OB	Asahi Breweries
ASCC.OB	Aristocrat Group
ASCCF.OB	Asics Corp
ASCCY.OB	Asics Corp
ASCJF.OB	American Shipping CO
ASCK.OB	Auscrete Corp
ASCLF.OB	Ascletis Pharma Inc
ASCN.OB	Absecon Bancorp
ASDN.OB	Astro Aerospace Ltd
ASDRF.OB	Ascendant Resources Inc
ASDZF.OB	Arctic Star Exploration Corp
ASEJF.OB	Apt Satellite Hlds
ASEKY.OB	Aisin Seiko CO Ltd
ASFT.OB	Appsoft Technologies Inc
ASFX.OB	American Scientf
ASFZ.OB	Assoc First Cap Corp
ASGLF.OB	Agc Inc
ASGLY.OB	Asahi Glass CO Ltd A
ASGOF.OB	Asante Gold Corp
ASGRF.OB	Astralis Group A/S
ASGTF.OB	Altus Group Ltd
ASGXF.OB	Asia Global Crossing Ltd
ASHTF.OB	Ashted Group Plc
ASHTY.OB	Ashtead Group Pl ADR
ASHXF.OB	Ashburton Ventures Inc
ASKDF.OB	First Energy Metals Ltd
ASKE.OB	Alaska Pacific Energy Corp
ASKH.OB	Astika Holdings
ASLEF.OB	Asaleo Care Ltd
ASLM.OB	American Silver Mini
ASLRF.OB	Arian Silver Copr
ASMIY.OB	Asm International NV
ASMLF.OB	Asml Hld NV Ord Shs
ASMMF.OB	Australian Strategic Materials Ltd
ASMVF.OB	Asm Pacific Technology Ltd
ASMVY.OB	Asm Pacific Technology Ltd
ASNAQ.OB	Ascena Retail Group
ASNB.OB	Advansource Biomaterials Corpora
ASNCF.OB	A Sonic Aerospace Ltd
ASNHF.OB	Avidus Management Group Inc
ASNT.OB	Arias Intel Corp
ASOMY.OB	Asos Pls ADR
ASOZY.OB	Asseco Poland Sa ADR
ASPCF.OB	Acerus Pharmaceuticals Corp
ASPD.OB	Aspen Digital Inc
ASPGF.OB	Aspire Global Plc
ASPT.OB	Haber Inc
ASPW.OB	Arista Power Inc
ASPZ.OB	Asia Pptys Inc
ASRAF.OB	A S Roma Spa Roma
ASRE.OB	Astra Energy Inc
ASSF.OB	Assisted 4 Living
ASTI.OB	Ascent Solar Technologies
ASTO.OB	Astro Communications Inc
ASTTF.OB	Australis Oil & Gas Ltd
ASTVF.OB	Austevoll Seafood ASA Ord
ASUUY.OB	Asustek Computer Inc
ASWRF.OB	Gungnir Resources Inc
ASXFF.OB	ASX Ltd
ASXFY.OB	ASX Ltd
ASXSF.OB	Alberta Star Dev
ASZP.OB	Jv Group Inc
ATADF.OB	Atac Res Ltd
ATAO.OB	Altair International Corp
ATAR.OB	Avatar Ventures Corp
ATASF.OB	Atlantia Spa Ord
ATASY.OB	Atlantia Spa ADR
ATBHF.OB	Aston Bay Hlds Ltd
ATBPF.OB	Antibe Therapeutics Inc
ATBYF.OB	Abitibi Royalties IN
ATCC.OB	Ameritrust Corp
ATCD.OB	Altair Corp
ATCMF.OB	Atico Mining
ATCN.OB	Atec Inc
ATCV.OB	Cycle Country Accessories Corp
ATDEF.OB	Montana Exploration Corp
ATDRF.OB	Auto Trader Group Plc
ATDRY.OB	Auto Trader Group Plc
ATDS.OB	Data443 Risk Mitigation Inc
ATEYY.OB	Advantest Corp
ATGFF.OB	Altagas Ltd
ATGN.OB	Altigen Communications Inc
ATGSF.OB	Autogrill Spa Itl
ATGSY.OB	Autogrill S.P.A. ADR
ATHC.OB	Accelerated Technologies Holding Corp
ATHJF.OB	Antisense Therapeutics
ATHOF.OB	Athabasca Oil Sands Corp
ATIG.OB	Atlantis Internet Grp Cp
ATIN.OB	Ati Nationwide Holding Corp
ATIW.OB	Ati Networks
ATIXF.OB	Analytixinsight Inc
ATLCY.OB	Atlas Copco Ab Ser B
ATLDF.OB	Atlanta Gold Inc
ATLEW.OB	Artelo Biosciences Inc
ATLKF.OB	Atlas Copco Ab Ser A
ATLKY.OB	Atlas Copco Ab Ser A
ATLS.OB	Atlas Energy Llc
ATLT.OB	Atlas Technology International Inc
ATMH.OB	All Things Mobile Analytic Inc
ATMO.OB	Americatowne Holdings Inc
ATMS.OB	Artemis Therapeutics Inc
ATNP.OB	Atlantis Technology Group
ATONY.OB	Anton Oilfield Services Group
ATOR.OB	Astor Explorations Corp
ATOWW.OB	Atossa Genetics Inc WT [24/05/2021]
ATOXF.OB	Durango Resources Inc
ATPGQ.OB	Atp Oil & Gas Corp
ATPTD.OB	Petro USA Inc
ATPWF.OB	Atlantic Power Preferred Equity Ltd Cum Pfd Ser
ATRLF.OB	Sacgasco Ltd
ATROB.OB	Astronics Corp
ATRRF.OB	Altarea [Paris]
ATRX.OB	Adhera Therapeutics Inc
ATSAF.OB	Ats Automated Toolin
ATTBF.OB	Abattis Bioceuticals
ATTRF.OB	Ascott Residence Trust
ATURF.OB	Sixth Wave Innovations Inc.
ATUSF.OB	Altius Minerals Corp
ATUUF.OB	Altura Energy Inc
ATVDY.OB	Atresmedia Corporacion DE Medios Sa ADR
ATVK.OB	Atvrockn
ATVVF.OB	Australian Vanadium Ltd
ATWT.OB	Atwec Tech Inc
ATYG.OB	Atlas Tech Group Inc
ATZAF.OB	Aritzia
AUCOY.OB	Polymetal Intl Plc
AUCUF.OB	Inflection Resources Ltd
AUDGF.OB	Audinate Group Ltd
AUHEF.OB	Anhui Expressway CO Ltd
AUIAF.OB	Aurania Resources
AUKNY.OB	Auckland International Airport Ltd
AUKUF.OB	Ams Ag
AULGF.OB	Anglogold Ashanti Ltd
AULRF.OB	Aurelius Equity Opportunities Se & CO
AUMBF.OB	1911 Gold Corp
AUMC.OB	Auryn Mining Corp
AUMTF.OB	Aurelia Metals Ltd
AUNFF.OB	Aurcana Corp
AUNM.OB	Auction Mills Inc
AUNXF.OB	Fremont Petroleum Corp Ltd
AUOTY.OB	Au Optronics Corp
AURI.OB	Wellstone Filter Sci
AURQF.OB	Aurelius Minerals Inc
AURT.OB	Attune Rtd
AURX.OB	Audeo Oncology Inc
AUSAF.OB	Australis Capital Inc
AUSDF.OB	Perenti Global Ltd
AUSI.OB	Aura Systems Inc
AUSVF.OB	Aura Resources Inc
AUTLF.OB	Austal Ltd [Australia]
AUTLY.OB	Austal Ltd ADR
AUTR.OB	Autris
AUUMF.OB	Aumann Ag
AUXIF.OB	Auxico Res Cda
AUXRF.OB	Aux Resources Corp
AUXXF.OB	Allegiant Gold Ltd
AVACF.OB	Avance Gas
AVASF.OB	Avast Plc
AVBH.OB	Avidbank Holdings Inc
AVCNF.OB	Avicanna Inc
AVCRF.OB	Avricore Health Inc
AVCVF.OB	Monitor Ventures Inc
AVDWF.OB	Advent Awi Hldgs
AVEVF.OB	Aveva Group Plc Ord
AVEW.OB	Avew Holdings Inc
AVFCF.OB	Advfn Plc
AVFP.OB	Avis Financial Corp
AVGDF.OB	Avidian Gold Corp
AVGTF.OB	Avi Global TR Plc
AVHHL.OB	Avita Therapeutics Inc
AVHNF.OB	Ackermans & Van Haarn Ord
AVHOQ.OB	Avianca Holdings S.A.
AVIFY.OB	Advanced Info Svc Pu
AVIJF.OB	Avichina Industry & Technology
AVIX.OB	Avix Technologies Inc
AVLNF.OB	Avalon Rare Metals
AVLP.OB	Avalanche Internatio
AVLS.OB	Advanced Lighting Solutions Inc
AVMR.OB	Avra Medical Robotics Inc
AVNE.OB	Avanos Medical Inc
AVNI.OB	Arvana Inc
AVNY.OB	Manaris 2010 Corp
AVOA.OB	Avoca Inc
AVOI.OB	Advanced Voice Recog
AVOZ.OB	Altavoz Entertainment Inc
AVPFF.OB	Avcorp Industries Inc Ord
AVPI.OB	Avp Inc
AVPMD.OB	Avrupa Minerals Ltd
AVPMF.OB	Avrupa Minerals Ltd
AVRI.OB	Averox Inc
AVRN.OB	Avra Inc
AVRTF.OB	Avarone Metals Inc
AVSR.OB	Avistar Communications Corp
AVTI.OB	Avitar Inc
AVTXF.OB	Avantium N V
AVVH.OB	Avvaa World Health Care Products Inc
AVVIY.OB	Aviva Plc
AVXT.OB	Avax Techs Inc
AVYAW.OB	Avaya Holdings Corp WT Exp 12/15/2022
AWAW.OB	White Fox Ventures Inc
AWCMF.OB	Alumina Ltd Ord Shs
AWCMY.OB	Alumina Ltd ADR
AWEB.OB	Areti Web Innovations Inc
AWGI.OB	Awg International Water Corp
AWGL.OB	Awg Ltd
AWLCF.OB	Awilco
AWON.OB	A-1 Group Inc
AWRRF.OB	A&W Revenue Royalties Income Fund
AWSI.OB	Aria Wireless Sys Inc
AWSL.OB	Atlantic Wind & Sola
AWWC.OB	Access Worldwide Communs
AWWI.OB	Alpha Wastewater Inc
AXAHF.OB	Axa S.A.
AXAHY.OB	Axa Sa ADR
AXBSF.OB	Axios Mobile Assets Corp
AXCG.OB	Eyes On The Go Inc
AXCP.OB	Allixon International Corp
AXDDF.OB	Almadex Minerals Ltd
AXGC.OB	Axis Energy Corp
AXIM.OB	Axim Biotechnologies
AXLE.OB	Tjt Inc
AXLX.OB	Axiologix Education
AXMIF.OB	Axmin Inc
AXMP.OB	Axm Pharma Inc
AXNVF.OB	Axion Ventures
AXPT.OB	Axis Petroleum CO
AXPWQ.OB	Axion Power Intl Inc
AXREF.OB	Amarc Resources Ltd
AXRX.OB	Amexdrug Cp
AXTG.OB	Axis Techs Group Inc
AXTLF.OB	Axtel S. A.. B. DE Cv
AXVEF.OB	CDN Maverick Cap Corp
AXXA.OB	Exxe Group Inc
AXXDF.OB	Alderon Iron Ore Corp
AXXTF.OB	Axiata Group Bhd
AYALY.OB	Ayala Corp ADR
AYRWF.OB	Ayr Strategies Inc
AYSI.OB	Alloy Steel International Inc
AYTUW.OB	Aytu Bioscience Inc WT
AYTUZ.OB	Aytu Bioscience Inc WT Exp 11/02/2021
AZASF.OB	Arizona Silver
AZDDQ.OB	Azure Dynamics Corp
AZFL.OB	Amazonas Florestal
AZGFF.OB	Azteca Gold Corp
AZGSQ.OB	Aztec Oil & Gas Inc
AZKLF.OB	Aziana Ltd
AZLCZ.OB	Aztec Land Comb Cert
AZLOF.OB	Azelio Ab
AZMCF.OB	Arizona Metals Corp
AZMTF.OB	Azimut Exploration I
AZNCF.OB	Astrazeneca Plc Ord
AZNVF.OB	Ojo Electric Corp
AZRGF.OB	Azrieli Group Ltd
AZRH.OB	Azure Holding
AZRMF.OB	Azure Minerals Ltd
AZTEF.OB	TV Azteca Sa DE Cv
AZURF.OB	Azincourt Uranium
AZZEF.OB	Antares Energy Ltd
AZZTF.OB	Aztec Minerals Corp
AZZUF.OB	Azarga Uranium Corp
AZZVF.OB	Avz Minerals Ltd
BABAF.OB	Alibaba Group Holding Ltd
BABB.OB	Bab Inc
BABL.OB	Buildablock Corp
BABWF.OB	International Consol
BABYF.OB	Else Nutrition Holdings Inc
BACHF.OB	Bank of China Beijin
BACHY.OB	Bank of China Ltd Ad
BADFF.OB	Badger Income Fund
BAESF.OB	Bae Systems Ord GBP
BAESY.OB	Bae Systems ADR
BAFBF.OB	Balfour Beatty Plc
BAFI.OB	Bancaffiliated
BAFYY.OB	Balfour Beatty
BAINF.OB	Base Inc
BAJFF.OB	Camrova Resources Inc
BALTF.OB	Ipath.B Cotton TR ETN
BAMGF.OB	Brookfield Asset Management Inc Pfd Shs Cl A Ser
BAMXF.OB	Bayerische Motoren Werke Ag
BANGN.OB	Versant Pwr
BANI.OB	Banneker Inc
BANM.OB	Mtb Corp
BANT.OB	Bantek Inc
BAOB.OB	Baraboo Bancorp Inc
BARUF.OB	Baru Gold Corp
BASA.OB	Basanite Inc
BASFY.OB	Basf Se Ads
BASWW.OB	Basic Energy Services Inc WT
BASX.OB	Basic Energy Services
BATRB.OB	Liberty Media
BAYK.OB	Bay Banks of Virgini
BAYP.OB	Bayport International Holdings Inc
BAYPD.OB	Bayport International Holdings Inc
BAYRY.OB	Bayer Aktienges Ads
BAYZF.OB	Bayer Ag Ord
BBAGF.OB	Bb Biotech Ag Namen-Akt
BBAJF.OB	Banco Del Bajio Sa
BBAL.OB	New York Health Care
BBAVF.OB	Bba Aviation Plc
BBAVY.OB	Bba Aviation Plc ADR
BBBK.OB	Baker Boyer Bancorp
BBBMF.OB	Huntsman Exploration Inc
BBBXF.OB	Brixton Metals Corp
BBCPW.OB	Concrete Pumping Holdings Inc WT
BBDA.OB	Bebida Beverage CO
BBIXF.OB	Bonus Biogroup Ltd
BBKCF.OB	Big Blockchain Intelligence Group Inc
BBLC.OB	Blockchain Loyalty Corp
BBLKF.OB	Brittannia Bulk Hld
BBLR.OB	Bubblr Inc
BBLS.OB	Rockdale Resources Corp
BBRRF.OB	Blueberries Medical Corp
BBRW.OB	Brewbilt MFG Inc
BBRYF.OB	Burberry Ltd
BBSEY.OB	Bb Seguridade
BBSRF.OB	Bluestone Resources Inc
BBTOF.OB	Bbtv Holdings Inc
BBTVF.OB	Bbtv Holdings Inc
BBUCQ.OB	Big Buck Brewery
BBVTF.OB	Bbtv Holdings Inc
BBVXF.OB	Banco Bilbao Vizcaya
BBXIA.OB	Bbx Capital Inc
BBXIB.OB	Bbx Capital Inc
BBYLF.OB	Abra Information Tech Ltd
BCAL.OB	Bank of Southern California National Associatio
BCAP.OB	Baron Capital Enterprise Inc
BCAUF.OB	Brilliance China Automotive Holdings Ltd
BCAUY.OB	Brilliance China ADR
BCBF.OB	Beach Community Bancshares Inc
BCBHF.OB	Bb Holdings Ltd
BCCEF.OB	Bactech Environmenta
BCCI.OB	Baristas Coffee CO
BCCLF.OB	Becle Sab DE Cv
BCCMY.OB	Baic Mtr Corp Ltd
BCDMF.OB	Delrand Resources Ltd
BCDRF.OB	Banco Santander S.A.
BCDS.OB	Blaqclouds Inc
BCEFF.OB	BCE Inc 1st Pfd Ser Y Var Rate
BCEKF.OB	Bear Creek Mng Corp
BCEXF.OB	BCE Inc
BCGOF.OB	Pan Andean Minerals Ltd
BCHEY.OB	Beach Energy Ltd ADR
BCHG.OB	Grayscale Bitcoin Cash TR Bch
BCII.OB	Blockchain Industries Inc
BCKIF.OB	Babcock International Group Plc
BCKIY.OB	Babcock International Group Plc
BCLMF.OB	Bacanora Lithium Plc
BCLYF.OB	Barclays Plc Ord
BCMXY.OB	Bank of Communications CO Ltd ADR
BCNAF.OB	Barco NV
BCND.OB	Beacon Redevelopment
BCNN.OB	Balincan USA Inc
BCOMF.OB	B Communications Ltd
BCRHF.OB	Blue Capital Reinsurance
BCSO.OB	Bancorp Southern Indiana
BCTF.OB	Bancorp 34 Inc
BCTXF.OB	Briacell Therapeutics Corp
BCUCY.OB	Brunello Cucinelli S.P.A. ADR
BCUFF.OB	Bell Copper Corp
BCVVF.OB	Boc Aviation Ltd
BCYIF.OB	Ishares Plc Ord FTSE
BDCM.OB	Broadcast Mktng Group Inc
BDCO.OB	Blue Dolphin Energy Company
BDGCF.OB	Black Dragon Gold Corp
BDGR.OB	Black Dragon Resource Companies Inc
BDGSF.OB	Bank of GA Hlds Plc
BDGY.OB	Bridgeway National Corp
BDIC.OB	Blow & Drive Interlock Corp
BDIMF.OB	Black Diamond Group
BDNNY.OB	Boliden Ab ADR
BDORY.OB	Banco Do Brasil S.A.
BDOUF.OB	Bdo Unibank Inc
BDOUY.OB	Bdo Unibank Inc ADR
BDPT.OB	Bioadaptives Inc
BDRAF.OB	Bombardier Inc Cv A
BDRBF.OB	Bombardier Inc Cl B
BDRFY.OB	Beiersdorf A G
BDRGF.OB	Jaeger Resources Corp
BDRPF.OB	Bombardier Adj Pfd
BDRSF.OB	Borders & Southern Petroleum Plc.
BDRXF.OB	Bombardier Inc
BDULF.OB	Bangkok Dusit Medical Services Public CO Ltd
BDUUF.OB	Bangkok Dusit Medical Services Public Co. Ltd
BDVB.OB	Bagger Dave's Burger Tavern Inc
BDVSY.OB	Bidvest Group Ltd SP
BDWBF.OB	Budweiser Brewing Company Apac Ltd
BDWBY.OB	Budweiser Brewing CO Apac Ltd
BDYS.OB	Bodyscan Corp
BEAG.OB	Blue Eagle Lithium Inc
BEBE.OB	Bebe Stores Inc
BEEI.OB	Bald Eagle Energy Inc
BEEN.OB	Better Environment Concepts
BEES.OB	Bnh Inc
BEGI.OB	Blackstar Energy
BEHL.OB	Biocentric Engy Hlds Inc
BEIJF.OB	Beijing North Star Corp
BELDF.OB	Batero Gold Corp
BELGF.OB	Bellevue Gold Ltd
BELP.OB	Belpointe REIT Inc
BEMG.OB	Beta Music Group Inc
BENZF.OB	Benz Mining
BEOB.OB	Beo Bancorp [Or]
BEPTF.OB	Beach Petroleum Ltd
BERI.OB	Blue Earth Resources Inc
BERK.OB	Berkshire Bancorp
BESIY.OB	BE Semiconductor Industries N.V.
BESVF.OB	BE Semiconductor Industries N.V.
BETRF.OB	Betterlife Pharma Inc
BETW.OB	Bettwork Industries Inc
BEUT.OB	Science To Consumers Inc
BEVFF.OB	Bennett Environmental Inc
BEVVF.OB	Bee Vectoring Technologies International Inc
BEWFF.OB	Bewhere Holdings Inc
BFARF.OB	Bitfarms Ltd
BFCC.OB	Bankfirst Capital Corp
BFCH.OB	Bitfrontier Capital Holdings Inc
BFDE.OB	Bedford Energy Inc
BFFAF.OB	Basf Se
BFGC.OB	Bullfrog Gold Corp
BFGCD.OB	Augusta Gold Corp
BFHJ.OB	Beneficial Hlds Inc
BFLBY.OB	Bilfinger Se ADR
BFLD.OB	Broadcast Live Digital Corp
BFNH.OB	Bioforce Nanosciences Holdings I
BFRE.OB	Bluefire Renewables Inc
BFTL.OB	The Bank of Fincastle
BGADF.OB	Brigadier Gold Ltd
BGAIF.OB	Bio Gaia Biologics Ab
BGAOF.OB	Proximus Sa DE Droit Pub
BGAOY.OB	Belgacom Sa ADR
BGAVF.OB	Bravada Gold Corp
BGEM.OB	Blue Gem Enterprise
BGEPF.OB	Bunge Ltd Pfd
BGES.OB	Bio-Bridge Science
BGFGF.OB	Beauce Gold Fields Inc
BGGSQ.OB	Briggs & Stratton Corp
BGII.OB	Bgi Inc
BGKKF.OB	Bangkok Bank Public CO Ltd
BGLC.OB	Bionexus Gene Lab Corp
BGMD.OB	Bg Medicine
BGNRF.OB	Blackgold Natural Resources Plc
BGOUF.OB	Bang & Oulfsen B Ord
BGRP.OB	Bluestem Group Inc
BGUUF.OB	Benguet Corp
BHBCQ.OB	Beverly Hills Bancorp Inc
BHCCF.OB	Benchmark Hldgs Plc
BHDB.OB	Bank of Labor Bancshares Inc
BHHKF.OB	Benchmark Botanics Inc
BHHOF.OB	Boohoo Group
BHKLY.OB	Boc Hong Kong ADR
BHLL.OB	Bunker Hill Mining Corp
BHNGF.OB	Bhang Inc
BHOOY.OB	Boohoo Group Plc ADR
BHPA.OB	Bhpa Inc
BHPBF.OB	Bhp Billiton Plc
BHPLF.OB	Bhp Billition Ltd
BHRB.OB	Burke & Herbert Bk
BHWB.OB	Blackhawk Bancorp Inc
BIBLF.OB	Brick Brewing Ltd
BICB.OB	Biocube Inc
BICEF.OB	Bic S.A. [France]
BICEY.OB	Societe Bic ADR
BICTF.OB	Biocure Technology Inc
BICX.OB	Biocorrx Inc
BIDCF.OB	Blockchaink2 Corp
BIEI.OB	Premier Biomedical
BIEL.OB	Bioelectronics Corp
BIGG.OB	Big Tree Group Inc
BIIAF.OB	Buhler Industries Inc
BIIO.OB	Bionovate Technologies Corp
BILBF.OB	Bilby Plc
BILZF.OB	Ignite International Brands Ltd
BIMO.OB	Bioneutra International Ltd
BIMUF.OB	Biommune Technologie
BIOAF.OB	Bioasis Technologies
BIOGY.OB	Biogaia Ab
BIOIF.OB	Biome Grow Inc
BIONQ.OB	Bionitrogen
BIOQ.OB	Bioqual Inc
BIOVF.OB	Swedish Orphan Biovit Ord
BIOYF.OB	Biosyent Inc
BIPFF.OB	Brookfield Infrastructure Partners L.P.
BIQIF.OB	Biqi International Holdings Corp
BIRDF.OB	Bird Constr Income
BIREF.OB	Birchcliff Energy
BIRMF.OB	Biorem Inc
BISA.OB	Baltic Intl USA Inc
BITCF.OB	First Bitcoin Capital Corp
BITRF.OB	Biotron Ltd Ord
BITTF.OB	Bitterroot Resources Ltd
BITW.OB	Bitwise 10 Crypto Index Fund
BIXT.OB	Bioxytran Inc
BJCHF.OB	Beijing Cap Intl H
BJCHY.OB	Beijing Capital Intl Airport Ltd ADR
BJCLF.OB	Beijing Capital Land Ltd
BJURF.OB	Bonjour Holdings Ltd
BJWTF.OB	Beijing Enterprises
BKAAF.OB	Brookfield Office Properties Inc
BKAYY.OB	Bank of Ayudhya Public Co. Ltd
BKBEF.OB	Blackbird Energy Inc
BKBFF.OB	Pipestone Energy Corp WT Exp 05/19/2021
BKCQF.OB	Bespoke Cap Acquisition Corp
BKDKP.OB	Stanley Black & Decker Inc
BKEAF.OB	The Bank of East Asia Ltd
BKEAY.OB	Bank East Asia Ltd S
BKEN.OB	Bakken Energy Corp
BKESF.OB	Banco Espirto Santo
BKESY.OB	Banco Espirto Sa ADR
BKFAF.OB	Brookfield Asset Management Inc Prf Perpetual C
BKFCF.OB	Bank of Communications CO Ltd
BKFKF.OB	Bakkafrost Pf
BKGFF.OB	Berkeley Group Holdi
BKGFY.OB	Berkeley Group Holdi
BKGM.OB	Bankguam Holding CO
BKHPF.OB	Bank Hapolam Bm Ord
BKHYY.OB	Bank Hapoalim Bm ADR
BKIMF.OB	Bankinter S.A.
BKIRF.OB	Black Iron
BKISF.OB	Ishares IV Plc Ishares US Mortgage Backed Securi
BKIT.OB	Pharmagaia Inc
BKKCF.OB	Blockchain Technologies ETF
BKKLY.OB	Bangkok Bank Public
BKLIF.OB	Blockmint Technologies Inc Cl A
BKLLF.OB	Codebase Ventures Inc
BKLRF.OB	Berkeley Resources L
BKMM.OB	Bekem Metals Inc
BKMP.OB	Blackout Media Corp
BKNIY.OB	Bankinter S.A.
BKOR.OB	Oak Ridge Financial Services
BKQNY.OB	Bank of Queensland
BKRIF.OB	Bank of Ireland Group Plc
BKRIY.OB	Bank of Ireland Group Plc ADR
BKRKF.OB	Bank Rakyat Indones
BKRKY.OB	Pt Bank Rakyat ADR
BKRRF.OB	Blackrock Gold
BKSD.OB	Brookside Technology Holdings Corp
BKSLF.OB	Banks Is Gold Ltd
BKTPF.OB	Cruz Cobalt Corp
BKUCF.OB	Blue Sky Uranium
BKUH.OB	Bakhu Holdings Corp
BKUT.OB	Bank Utica NY
BKUTK.OB	Bank of Utica
BLAB.OB	Bio Lab Naturals Inc CO
BLAGF.OB	Blue Lagoon Resources Inc
BLBX.OB	Blackboxstocks Inc
BLDV.OB	Blue Diamond Venture
BLEG.OB	Branded Legacy Inc
BLEVF.OB	Beleave Inc
BLFDF.OB	Blockchain Foundry Inc
BLFE.OB	Biolife Sciences Inc
BLFR.OB	Bluefire
BLGI.OB	Black Cactus Global Inc
BLGO.OB	Biolargo Inc
BLGVF.OB	Ic Potash
BLHEF.OB	Baloise Holdings Ag
BLHEY.OB	Baloise Holdings Ag
BLHK.OB	Blueharbor Bank [Nc]
BLIAQ.OB	Blockbuster Inc
BLIBQ.OB	Blockbuster Inc Cl B
BLILF.OB	Bearing Lithium
BLIS.OB	Beliss Corp
BLITF.OB	I3 Interactive Inc
BLKCF.OB	Global Gaming Technologies Corp
BLKG.OB	Black Stallion Oil & G As Inc
BLKIF.OB	Ishares IV Plc
BLKLF.OB	Blackline Safety
BLLB.OB	Bell Buckle Holdings
BLLXF.OB	Sire Bioscience Inc
BLLYF.OB	Bluejay Mng Plc
BLMC.OB	Biloxi Marsh Lds Cor
BLMIF.OB	Bank Leumi Le Israel
BLNC.OB	Balance Labs Inc
BLNMF.OB	Blue Note Mining Inc
BLONF.OB	Blueocean Nutrasciences
BLOZF.OB	Cannabix Technologies Inc
BLPFF.OB	Blok Technologies
BLPG.OB	Blue Line Protection Group Inc
BLRDF.OB	Billerud Korsnas Aktiebolag Public
BLRS.OB	Biolife Remedies Inc
BLRZF.OB	Blackhawk Resource Corp
BLSFF.OB	Bluescope Steel Ltd
BLSFY.OB	Bluescope Steel Ltd
BLSP.OB	Blue Sphere Corp
BLSSF.OB	Black Sea Copper and Gold Corp
BLSTF.OB	Blackstone Minerals Ltd
BLTMF.OB	Blue Thunder Mining Inc
BLUU.OB	Blue Water Global Group Inc
BLVDF.OB	Helix Applications Inc
BLWYY.OB	Bellway Plc.
BLXX.OB	Blox Inc
BLYQ.OB	Bally Corp
BMBLF.OB	Brambles Ltd
BMBN.OB	Benchmark Banksh VA
BMBOY.OB	Grupo Bimbo S.A.B. DE C.V.
BMCLF.OB	Baic Mtr Corp Ltd
BMCS.OB	Biotech Medics NE
BMDLF.OB	BMO Covered Call Canadian Banks ETF Unit
BMDPF.OB	Banca Monte Dei Paschi Di Siena Spa
BMGP.OB	Biomagnetics Diagnos
BMIN.OB	Britannia Mining Inc
BMIX.OB	Brazil Minerals Inc
BMKAF.OB	Brookfield Asset Management Inc Fxdfr Prf Per
BMKDF.OB	Biomark Diagnostics Inc
BMLWF.OB	BMO Low Volatility US Equity ETF
BMMCF.OB	Kbridge Energy Corp Ord
BMMJ.OB	Body & Mind Inc
BMMPF.OB	BMO Equal Weight Banks Index ETF TR
BMMVF.OB	BMO Covered Call Utils ETF
BMMX.OB	Biomimix Inc
BMNM.OB	Bimini Capital Mgmt
BMOOF.OB	Blue Moon Zinc Corp
BMRK.OB	Benchmark Energy Corp
BMRMF.OB	Bains DE Mer Et Du Cer Monaco
BMRPF.OB	B& M European Value Re Tail S.A.
BMRRY.OB	B& M European Value Re Tail S.A.
BMSPF.OB	Biomass Secure Power
BMTLF.OB	Bemetals Corp
BMTM.OB	Bright Mountain Media Inc
BMWLF.OB	Bluma Wellness Inc
BMWYY.OB	Bayerische Motoren Werke Aktiengesellschaft
BMXC.OB	Bemax Inc
BMXI.OB	Brookmount Explorations Inc
BMXMF.OB	Biomerieux 69 Marcy
BMYMP.OB	Bristol Myer Squi Pf
BNAUF.OB	Battle North Gold Corp
BNCC.OB	Bnccorp Inc
BNCDY.OB	Banca Mediolanum S.P.A.
BNCHF.OB	Benchmark Metals Inc
BNCM.OB	Bounce Mobile Sys Inc
BNDSF.OB	Banco DE Sabadell S.A.
BNDSY.OB	Banco DE Sabadell Sa ADR
BNEFF.OB	Bonterra Energy Corp
BNET.OB	Bion Environmental Technologies Inc
BNGI.OB	Bangi Inc
BNGLF.OB	Bengal Energy Ltd
BNGRF.OB	Savencia Sa
BNKHF.OB	Boc Hong Kong Hlds
BNKL.OB	Bionik Laboratories Corp
BNKXF.OB	Bankia S.A.
BNMDF.OB	Banca Mediolanum Spa
BNNLF.OB	Bannerman Resources
BNOEF.OB	Bionomics Ltd
BNOW.OB	Boon Industries Inc
BNPQF.OB	Bnp Paribas Ord Ff 2
BNPQY.OB	Bnp Paribas ADR
BNRJF.OB	Alset Minerals
BNRPF.OB	Solon Eiendom ASA
BNSPF.OB	Bank N S Halifax
BNTGF.OB	Brenntag Ag
BNTGY.OB	Brenntag Ag
BNTRF.OB	Benton Resources
